NB_OBJ,NB_SYS,SYSTEM_NAME,OBJ_CAT,OBJ_NAME,RA,DEC,EPOCH,PARALLAX,PARALLAX_ERROR,PARALLAX_BIBCODE,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,PM_BIBCODE,RV,RV_ERROR,RV_BIBCODE,SP_TYPE,SP_BIBCODE,SP_METHOD,G_CODE,G,G_ESTIMATE,GBP,GRP,U,B,V,R,I,J,H,K,SYSTEM_BIBCODE,EXOPLANET_COUNT,GAIA_DR2,GAIA_EDR3,SIMBAD_NAME,COMMON_NAME,GJ,HD,HIP,COMMENT
212,118,ksi Boo,*,ksi Boo A,222.848051473845,19.1002696400725,2016,148.069499452384,0.13173045,2020yCat.1350....0G,127.467875776682,0.12581071,-40.5686454969442,0.12948832,2020yCat.1350....0G,1.95,0.0297,2018A&A...616A...7S,G7,2003AJ....126.2048G,Opt Spec,3,4.4804826,,4.8695474,3.9444358,,5.4,4.675,,,,,,2010ApJ...717.1279W,,Gaia DR2 1237090738916392704,Gaia EDR3 1237090738916392704,ksi Boo A,,GJ 566 A,HD 131156 A,,...
213,118,ksi Boo,*,ksi Boo B,222.846642665231,19.1011041079476,2016,148.179316789417,0.054625016,2020yCat.1350....0G,133.376045177241,0.041277938,-182.059184407765,0.045075502,2020yCat.1350....0G,,,,K5,1985ApJS...59..197B,Opt Spec,3,6.4300914,,7.133002,5.615121,,7.981,6.816,,,,,,2010ApJ...717.1279W,,Gaia DR2 1237090738916392832,Gaia EDR3 1237090738916392832,ksi Boo B,,GJ 566 B,HD 131156 B,,...
214,119,Ross 619,LM,Ross 619,122.994682561101,8.75040152206249,2016,147.721848501835,0.094956644,2020yCat.1350....0G,1069.81173808731,0.09832055,-5094.22010337836,0.06350003,2020yCat.1350....0G,14.416,0.024,2020A&A...636A..36L,M4.5e,2013AJ....145..102L,Opt Spec,3,11.397289,,13.130089,10.137975,,14.6,12.834,12.527,,8.424,7.927,7.66,,,Gaia DR2 3098328216938651264,Gaia EDR3 3098328182579892096,Ross 619,,GJ 299,,,...
215,120,G 41-14,LM,G 41-14 A,134.73635,8.47245119216,2016,147.66,1.98,2006AJ....132.2360H,371.2,3.5,-323.4,2.8,2012yCat.1322....0Z,53.443,6.207,2015ApJS..220...16T,M4e,2014MNRAS.443.2561G,Opt Spec,3,9.97131,,11.160651,8.276751,,12.62,10.98,10.56,,6.507,5.97,5.688,2001AJ....121.2189O,,,Gaia EDR3 585250252550906624,G 41-14 A,,GJ 3522 A,,,...
216,120,G 41-14,LM?,G 41-14 B,134.73648124042,8.47246910311898,2016,147.66,1.98,FROM:G41-14A,371.2,3.5,-323.4,2.8,FROM:G41-14A,,,,,,,3,10.329,,11.17467,8.274469,,,,,,,,,2001AJ....121.2189O,,,Gaia EDR3 585250248258396416,G 41-14 B,,,,,Possible M dwarf. EDR3 585250248258396416 in agreement with 0.527 arcsec predicted separation by 2012AJ....143...42H. 1999A&A...344..897D mention a delta_K of 0.50 compatible with   delta_G = 0.358
217,120,G 41-14,LM?,G 41-14 C,134.73635,8.47245119216,2016,147.66,1.98,FROM:G41-14A,371.2,3.5,-323.4,2.8,FROM:G41-14A,,,,,,,,,,,,,,,,,,,,2001AJ....121.2189O,,,,G 41-14 C,,,,,Possible M dwarf. G 41-14 A+C is a spectroscopic binary resolved by 2020AJ....159..139L at 0.094 arcsec
218,121,GJ 829,LM,GJ 829 A,322.408079882165,17.6449778026746,2016,147.495777521243,0.025748886,2020yCat.1350....0G,1007.03963471621,0.024796538,378.400007153322,0.022814183,2020yCat.1350....0G,-25.109,0.0934,2018A&A...616A...7S,M3e,2013AJ....145..102L,Opt Spec,3,9.108492,,10.57186,7.917384,13.177,11.928,10.303,9.163,7.709,6.249,5.737,5.453,2001AJ....121.2189O,,Gaia DR2 1784473016438653056,Gaia EDR3 1784473016438653056,GJ 829 A,Ross 775 A,GJ 829 A,,HIP 106106,...
219,121,GJ 829,LM?,GJ 829 B,322.408079882165,17.6449778026746,2016,147.495777521243,0.025748886,FROM:GJ829A,1007.03963471621,0.024796538,378.400007153322,0.022814183,FROM:GJ829A,,,,,,,,,,,,,,,,,,,,2001AJ....121.2189O,,,,GJ 829 B,Ross 775 B,GJ 829 B,,,Possible M dwarf
220,122,Scholz's Star,LM,Scholtz's Star A,110.013361639912,-8.78107327328092,2016,147.1,1.2,2019AJ....158..174D,-46,4,-116.5,2.2,2019AJ....158..174D,83.1,0.4,2015AJ....149..104B,M9.5,2015AJ....149..104B,NIR Spec,3,15.324,,18.665354,13.7787285,,19.9,,16.9,13.8,10.628,9.919,9.467,2015AJ....149..104B,,Gaia DR2 3048443305671969152,Gaia EDR3 3048443305671969152,2MASS J07200325-0846499,Scholz's Star A,,,,...
221,122,Scholz's Star,BD,Scholtz's Star B,110.013361639912,-8.78107327328092,2016,147.1,1.2,FROM:ScholzStarA,-46,4,-116.5,2.2,FROM:2MASS J07200325-0846499,,,,T5,2015AJ....149..104B,NIR Spec,10,,20.42,,,,,,,,,,,2015AJ....149..104B,,,,2MASS J07200325-0846499,Scholz's Star B,,,,...
222,123,2MASS J19284155+2356016,BD,2MASS J19284155+2356016,292.171753259696,23.9350047983784,2016,146.406729993919,1.2000669,2020yCat.1350....0G,-246.999071864047,0.62131757,240.429711900824,1.1786246,2020yCat.1350....0G,,,,T6,2014yCat.5144....0M,NIR Spec,3,20.663187,,21.986591,18.5078,,,,,,14.34,14.199,14.9,,,Gaia DR2 2019802555283940480,Gaia EDR3 2019802555283940608,2MASS J19284155+2356016,,,,,...
223,124,WISEPA J025409.45+022359.1,BD,WISEPA J025409.45+022359.1,43.53286,2.398985,2000,146.1,1.5,2019ApJS..240...19K,2578,42,309,50,2013ApJ...762..119M,,,,T8,2012A&A...541A.163S,NIR Phot,20,,23.66,,,,,,,,15.916,16.292,16.732,,,,,WISEPA J025409.45+022359.1,,,,,...
224,125,BD-17 588,LM,BD-17 588 A,45.462424511757,-16.5945328055105,2016,145.692188537753,0.024446325,2020yCat.1350....0G,-369.971843350747,0.029098382,-267.931311928784,0.028365023,2020yCat.1350....0G,-5.432,0.0021,2019AJ....158..152W,M3,2004AJ....128..463R,Opt Spec,3,10.058402,,11.475932,8.88558,13.444,12.191,10.529,9.364,7.887,7.294,6.774,6.496,2019AJ....158..152W,1,Gaia DR2 5153091836072107136,Gaia EDR3 5153091836072107136,BD-17 588A,,GJ 3193 A,,HIP 14101,...
225,125,BD-17 588,Planet,LTT 1445 A b,45.462424511757,-16.5945328055105,2016,145.692188537753,0.024446325,FROM:BD-17588A,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....158..152W,,,,,,,,,...
226,125,BD-17 588,LM,BD-17 588 B,45.462424511757,-16.5945328055105,2016,145.692188537753,0.024446325,FROM:BD-17588A,-369.971843350747,0.029098382,-267.931311928784,0.028365023,FROM:BD-17588A,-5.592,0.0044,2018A&A...616A...7S,M2.5,2015AJ....149..106D,Opt Spec,3,10.431,,11.61105,8.79846,,12.3,10.59,11.06,,7.11,6.56,6.285,2019AJ....158..152W,,Gaia DR2 5153091836072107008,Gaia EDR3 5153091836072107008,BD-17 588BC,,GJ 3192 A,,,Parallax = 139.7 pm 4.99 in 2006AJ....132.2360H
227,125,BD-17 588,LM?,BD-17 588 C,45.462424511757,-16.5945328055105,2016,145.692188537753,0.024446325,FROM:BD-17588A,-369.971843350747,0.029098382,-267.931311928784,0.028365023,FROM:BD-17588A,,,,,,,,,,,,,,,,,,,,2019AJ....158..152W,,,,BD-17 588BC,,GJ 3192 B,,,Possible M dwarf
228,126,HD 216899,LM,HD 216899,344.140221731213,16.5521693722773,2016,145.623410104997,0.025450103,2020yCat.1350....0G,-1034.73341137994,0.026007721,-284.130867124812,0.025290629,2020yCat.1350....0G,-27.334,0.0109,2018A&A...616A...7S,M1.5e,2013AJ....145..102L,Opt Spec,3,7.795021,,8.898596,6.7477736,11.323,10.143,8.638,7.657,6.542,5.36,4.8,4.523,,,Gaia DR2 2828928008202069376,Gaia EDR3 2828928008202069376,HD 216899,,GJ 880,HD 216899,HIP 113296,...
229,127,CWISE J105512.11+544328.3,BD,CWISE J105512.11+544328.3,163.799544,54.724527,2016.6,145,14.7,2021ApJS..253....7K,-1518.7,2.1,-222.7,2,2021ApJS..253....7K,,,,sdT8?,2021ApJS..253....7K,NIR Phot,20,,24.19,,,,,,,,,,,,,,,2MASS J07584037+3247245,,,,,...
230,128,Wolf 358,LM,Wolf 358,162.712964068168,6.80448953812228,2016,143.539061906115,0.028598778,2020yCat.1350....0G,-856.289496530005,0.030522237,-818.583406902173,0.02915545,2020yCat.1350....0G,-1.095,0.0142,2018A&A...616A...7S,M4,2015A&A...577A.128A,Opt Spec,3,10.290781,,11.919469,9.050169,14.532,13.319,11.675,10.459,8.889,7.319,6.707,6.371,,,Gaia DR2 3864615459886222464,Gaia EDR3 3864615459886222464,Wolf 358,EE Leo,GJ 402,,HIP 53020,...
231,129,BD+01 2447,LM,BD+01 2447,157.228783426232,0.837746887766095,2016,142.09514314211,0.021169754,2020yCat.1350....0G,-602.991978045199,0.023941966,-731.881996423668,0.020909585,2020yCat.1350....0G,8.352,0.0006,2018A&A...616A...7S,M2,2019AJ....157...63K,Opt Spec,3,8.675959,,9.877737,7.5821676,12.389,11.151,9.65,8.617,7.389,6.176,5.605,5.311,,,Gaia DR2 3855208897392952192,Gaia EDR3 3855208897392952192,BD+01 2447,,GJ 393,,HIP 51317,...
232,130,HD 199305,LM,HD 199305,313.3324563031,62.1509577015035,2016,142.054284613815,0.016025284,2020yCat.1350....0G,0.259120184690062,0.019442087,-773.095749935208,0.016410377,2020yCat.1350....0G,-17.168,0.0084,2018A&A...616A...7S,M1e,2013AJ....145..102L,Opt Spec,3,7.756715,,8.790974,6.7472963,,10.459,,7.7,,5.429,4.919,4.618,,,Gaia DR2 2195886971653527168,Gaia EDR3 2195886971653527168,HD 199305,,GJ 809,HD 199305,HIP 103096,...
233,131,UCAC4 642-113039,LM,UCAC4 642-113039,326.592881941858,38.2175170811441,2016,141.894605738559,0.021211391,2020yCat.1350....0G,161.453676448959,0.017373964,-119.739402309035,0.019083459,2020yCat.1350....0G,-83.013,0.024,2020A&A...636A..36L,M4,2013AJ....145..102L,Opt Spec,3,10.830858,,12.417838,9.60365,,13.3,,11.867,,7.949,7.465,7.198,,,Gaia DR2 1952802469918554368,Gaia EDR3 1952802469918554368,UCAC4 642-113039,,,,,...
234,132,LP 914-54,LM,LP 914-54,224.156959450572,-28.1672541514817,2016,141.789119630565,0.061730128,2020yCat.1350....0G,-490.285281222262,0.07766933,-843.482059752356,0.061251283,2020yCat.1350....0G,1,2,2015ApJS..220...18B,M7e,2015AJ....149..106D,Opt Spec,3,14.061078,,17.335106,12.566201,,,17.141,14.863,12.433,9.965,9.315,8.928,,,Gaia DR2 6224387727748521344,Gaia EDR3 6224387727748521344,LP 914-54,,GJ 3877,,,...
235,133,WISE J205628.91+145953.2,BD,WISE J205628.91+145953.2,314.121593,14.998858,2015.3,140.8,2,2021ApJS..253....7K,825.8,0.8,528.8,0.8,2021ApJS..253....7K,,,,Y0,2011APJ...743...50C,NIR Spec,20,,24.21,,,,,,,,19.21,19.96,20.01,,,,,WISE J205628.91+145953.2,,,,,...
236,134,L 230-188,LM,L 230-188,62.6110002577955,-53.6129967706462,2016,140.696060476382,0.021376973,2020yCat.1350....0G,-825.179370358469,0.024030428,-2415.57756518399,0.026909515,2020yCat.1350....0G,,,,M4.5,1995AJ....110.1838R,Opt Spec,3,11.902864,,13.809194,10.605541,,15.51,13.58,,,8.75,8.21,7.9,,,Gaia DR2 4780100658292046592,Gaia EDR3 4780100658292046592,L 230-188,,GJ 1068,,,...
237,135,WISE J004945.61+215120.0,BD,WISE J004945.61+215120.0,12.439534,21.855377,2015.5,140.4,2.1,2021ApJS..253....7K,-479.4,1,-54,1,2021ApJS..253....7K,,,,T8.5,2014yCat.5144....0M,NIR Spec,20,,24.35,,,,,,,,16.716,16.51,15.856,,,,,WISE J004945.61+215120.0,,,,,...
238,136,G 157-77,LM,G 157-77,353.797069437715,-2.3927993943669,2016,139.338893532377,0.04413923,2020yCat.1350....0G,781.418668519508,0.053010795,-841.516051594594,0.03575098,2020yCat.1350....0G,-41.056,0.02,2020A&A...636A..36L,M5.5,2019A&A...625A..68S,Opt Spec,3,12.623748,,14.952096,11.245876,,16.6,14.69,14.447,,9.148,8.505,8.183,,,Gaia DR2 2640434056928150400,Gaia EDR3 2640434056928150400,G 157-77,,GJ 1286,,,...
239,137,HD 16160,*,GJ 105 A,39.0283845065783,6.89333910757853,2016,138.340003809647,0.31773403,2020yCat.1350....0G,1778.58549372096,0.4300584,1477.30615947306,0.24807107,2020yCat.1350....0G,25.874,0.0011,2018A&A...616A...7S,K3,2006AJ....132..161G,Opt Spec,3,5.4983196,,6.019165,4.820522,,6.81,,5.2,,4.15,3.66,3.52,1995ApJ...444L.101G,,Gaia DR2 19316224572460416,Gaia EDR3 19316224572460416,GJ 105 A,,GJ 105 A,HD 16160 A,HIP 12114,...
240,137,HD 16160,LM,GJ 105 B,39.0716773332442,6.87808989817356,2016,138.437091035593,0.041985847,2020yCat.1350....0G,1801.67145788057,0.043110535,1450.48694652388,0.037766326,2020yCat.1350....0G,26.268,0.0057,2018A&A...616A...7S,M4,2015A&A...577A.128A,Opt Spec,3,10.333128,,11.952149,9.096833,,13.28,,11.405,,7.333,6.793,6.574,1939AnTou..15...87P,,Gaia DR2 18565464288396416,Gaia EDR3 18565464288396416,GJ 105 B,BX Cet,GJ 105 B,HD 16160 B,,...
241,137,HD 16160,LM,GJ 105 C,39.0283845065783,6.89333910757853,2016,138.340003809647,0.31773403,FROM:GJ105A,1778.58549372096,0.4300584,1477.30615947306,0.24807107,FROM:GJ105A,,,,M7,2000AJ....120.2082G,NIR Phot,10,,13.21,,,,,,,,,,,1995ApJ...444L.101G,,,,GJ 105 C,,GJ 105 C,HD 16160 B,,3.27 arcsec from Gl 105A
242,138,V488 Hya,BD,2MASS J08354256-0819237,128.924812102293,-8.32181826674951,2016,138.314729277326,0.21448307,2020yCat.1350....0G,-534.811292968522,0.22877994,301.649673017259,0.23623087,2020yCat.1350....0G,29.89,0.06,2010ApJ...723..684B,L6.5,2014AJ....147...34S,NIR Spec,2,18.462,,21.445272,16.780867,,,,,,13.169,11.938,11.136,,,Gaia DR2 5753687109122994048,Gaia EDR3 5753687109122994048,2MASS J08354256-0819237,,,,,...
243,139,L 788-34,LM,L 788-34,335.7805928443,-17.6105075706933,2016,138.228001326218,0.048167944,2020yCat.1350....0G,308.71178080407,0.044676032,-718.387215806144,0.03953743,2020yCat.1350....0G,-1.972,0.024,2020A&A...636A..36L,M4.5e,2015AJ....149..106D,Opt Spec,3,11.550707,,13.5313,10.227819,,15.09,13.3,11.87,10.04,8.242,7.638,7.319,,,Gaia DR2 2595284016771502080,Gaia EDR3 2595284016771502080,L 788-34,,GJ 4274,,,...
244,140,HD 156384,*,GJ 667 A,259.751252743774,-34.9977950926841,2016,138.066274114933,0.028331729,FROM:GJ667C,1131.51707336988,0.025284708,-215.568895696066,0.020072456,FROM:GJ667C,,,,K3,2006A&A...460..695T,Opt Spec,10,,5.69,,,7.8,6.93,5.89,4.97,4.38,3.9,3.23,3.12,2012ApJ...751L..16A,,,,HD 156384A,,GJ 667 A,HD 156384 A,HIP 84709,Hipparcos parallax = 146.29 pm 9.03 2007A&A...474..653V
245,140,HD 156384,*,GJ 667 B,259.751252743774,-34.9977950926841,2016,138.066274114933,0.028331729,FROM:GJ667C,1131.51707336988,0.025284708,-215.568895696066,0.020072456,FROM:GJ667C,,,,K5,1985ApJS...59..197B,Opt Spec,10,,6.22,,,,8.82,7.38,,,,,,2012ApJ...751L..16A,,,,HD 156384B,,GJ 667 B,HD 156384 B,,...
246,140,HD 156384,LM,GJ 667 C,259.751252743774,-34.9977950926841,2016,138.066274114933,0.028331729,2020yCat.1350....0G,1131.51707336988,0.025284708,-215.568895696066,0.020072456,2020yCat.1350....0G,6.368,0.0004,2018A&A...616A...7S,M1.5,2002ApJ...564..466G,Opt Spec,3,9.386162,,10.588366,8.294535,12.96,11.79,10.22,10.05,8.82,6.848,6.322,6.036,2012ApJ...751L..16A,2,Gaia DR2 5975663354131618304,Gaia EDR3 5975663354131618304,HD 156384C,,GJ 667 C,HD 156384 C,,GJ 667 C d e f g: controversial planets 2016MNRAS.463.1592C 2013A&A...556A.126A
247,140,HD 156384,Planet,GJ 667 C b,259.751252743774,-34.9977950926841,2016,138.066274114933,0.028331729,FROM:GJ667C,,,,,,,,,,,,,,,,,,,,,,,,,2012ApJ...751L..16A,,,,,,,,,...
248,140,HD 156384,Planet,GJ 667 C c,259.751252743774,-34.9977950926841,2016,138.066274114933,0.028331729,FROM:GJ667C,,,,,,,,,,,,,,,,,,,,,,,,,2013A&A...556A.126A,,,,,,,,,...
249,141,2MASS J06073908+2429574,BD,2MASS J06073908+2429574,91.910273466273,24.4976940880573,2016,138.061580856026,0.5184914,2020yCat.1350....0G,-472.870767486162,0.5230933,-318.464401078504,0.3730578,2020yCat.1350....0G,-11.9,1.1,2016AJ....152..123G,L9,2013ApJ...776..126C,NIR Spec,3,19.54577,,22.101849,17.854399,,,,,,14.218,13.038,12.469,,,Gaia DR2 3426333598021539840,Gaia EDR3 3426333598021539840,2MASS J06073908+2429574,,,,,...
250,142,WISEP J031325.96+780744.2,BD,WISEP J031325.96+780744.2,48.359149,78.129087,2016.3,135.6,2.8,2021ApJS..253....7K,73.9,0.9,53.8,1,2021ApJS..253....7K,,,,T8.5,2011ApJS..197...19K,NIR Spec,20,,24.08,,,,,,,,17.65,17.63,,,,,,WISEP J031325.96+780744.2,,,,,...
251,143,2MASSW J1507476-162738,BD,2MASSW J1507476-162738,226.947945796374,-16.4651250503258,2016,134.947402154296,0.26107797,2020yCat.1350....0G,-151.794619918577,0.25991312,-896.012132795255,0.2785964,2020yCat.1350....0G,-39.85,0.05,2010ApJ...723..684B,L5.5,2019AJ....157..101M,NIR Spec,3,17.951569,,21.170837,16.338354,,,22.136,18.928,16.579,12.83,11.895,11.312,,,Gaia DR2 6306068659857135232,Gaia EDR3 6306068659857135232,2MASSW J1507476-162738,,,,,...
252,144,HD 4628,*,HD 4628,12.099107075155,5.27553944692346,2016,134.494847689312,0.057815686,2020yCat.1350....0G,755.893500290751,0.07685196,-1141.71930305795,0.060664717,2020yCat.1350....0G,-10.165,0.0004,2018A&A...616A...7S,K2.5,2006AJ....132..161G,Opt Spec,3,5.467689,,5.9383683,4.828774,7.22,6.64,5.74,4.99,4.52,4.37,3.72,3.61,,,Gaia DR2 2552925644460225152,Gaia EDR3 2552925644460225152,HD 4628,,GJ 33,HD 4628,HIP 3765,...
253,145,bet Hyi,*,bet Hyi,6.4825049884331,-77.2527954675457,2016,133.719405566714,0.27199635,2020yCat.1350....0G,2218.98454825308,0.3665861,326.444541801233,0.40407667,2020yCat.1350....0G,23.085,0.0006,2018A&A...616A...7S,G2,1957MNRAS.117..534E,Opt Spec,3,2.6807318,,3.2956264,2.371489,3.52,3.41,2.79,2.28,1.94,1.72,1.4,1.34,,,,Gaia EDR3 4683897617110115200,bet Hyi,,GJ 19,HD 2151,HIP 2021,Subgiant
254,146,WISE J200050.19+362950.1,BD,WISE J200050.19+362950.1,300.209094,36.497796,2015.7,133.4,2.2,2021ApJS..253....7K,6.1,0.9,372.8,0.9,2021ApJS..253....7K,,,,T8,2014AJ....147..113C,NIR Spec,20,,24.41,,,,,,,,15.44,15.85,,,,,,WISE J200050.19+362950.1,,,,,...
255,147,G 203-47,LM,G 203-47 A,257.383472119168,43.6801058089861,2016,131.59960903219,0.42845705,2020yCat.1350....0G,332.032147548528,0.5136252,-274.500994726519,0.49190295,2020yCat.1350....0G,41.041,8.55,2015ApJS..220...16T,M3.5,2002AJ....123.2002H,Opt Spec,3,10.453175,,12.083977,9.2067175,,13.46,13.671,11.511,,7.38,6.76,6.485,1997AJ....113.2246R,,Gaia DR2 1355264565043431040,Gaia EDR3 1355264565043431040,G 203-47,,GJ 3991,,HIP 83945,...
256,147,G 203-47,WD?,G 203-47 B,257.383472119168,43.6801058089861,2016,131.59960903219,0.42845705,FROM:G203-47A,332.032147548528,0.5136252,-274.500994726519,0.49190295,FROM:G203-47A,,,,,,,,,,,,,,,,,,,,1997AJ....113.2246R,,,,G 203-47,,,,,Possible white dwarf. Spectroscopic binary in 1997AJ....113.2246R. 1999A&A...344..897D argue that the companion mass is too large (> 0.5 Msun) to be something else than a degenerate star.
257,148,alf PsA,*,alf PsA A,344.41269272117,-29.6222370333894,2000,129.81,0.47,2007A&A...474..653V,328.95,0.5,-164.67,0.35,2007A&A...474..653V,6.5,0.5,2006AstL...32..759G,A4,2006AJ....132..161G,Opt Spec,10,,1.19,,,1.31,1.25,1.16,1.11,1.09,1.06,1.05,1.05,2013AJ....146..154M,,,,alf PsA,Fomalhaut A,GJ 881,HD 216956,HIP 113368,The planet Fomalhaut b is refuted
258,148,alf PsA,*,alf PsA B,344.101941401739,-31.5662689621344,2016,131.552509249958,0.027515385,2020yCat.1350....0G,330.203378818926,0.02341889,-158.602334143689,0.028369356,2020yCat.1350....0G,7.153,0.004,2018A&A...616A...7S,K4,2006AJ....132..161G,Opt Spec,3,6.0918646,,6.6866508,5.3463383,,7.58,6.48,,,4.533,3.804,3.805,2013AJ....146..154M,,Gaia DR2 6604147121141267712,Gaia EDR3 6604147121141267712,alf PsA B,Fomalhaut B,GJ 879,HD 216803,HIP 113283,...
259,148,alf PsA,LM,alf PsA C,342.020338172441,-24.3696274176032,2016,130.270656692848,0.03249052,2020yCat.1350....0G,331.608703057988,0.030834762,-183.804942910133,0.030936169,2020yCat.1350....0G,6.5,0.5,2013AJ....146..154M,M4e,2015AJ....149..106D,Opt Spec,3,11.129232,,12.877803,9.86308,,14.301,12.624,12.216,9.674,8.075,7.527,7.206,2013AJ....146..154M,,Gaia DR2 6623351805412369024,Gaia EDR3 6623351805412369024,alf PsA C,Fomalhaut C,,,,...
260,149,mu. Cas,*,GJ 53 A,17.0947498612029,54.913203977559,2016,130.28806976927,0.4347771,2020yCat.1350....0G,3468.25139314675,0.3536465,-1564.84444731177,0.36520144,2020yCat.1350....0G,-98.1,0.09,2004A&A...424..727P,G5,2001AJ....121.2148G,Opt Phot,3,4.9480124,,5.326608,4.4043818,5.93,5.86,5.17,4.55,4.13,4.03,3.6,3.5,1966AJ.....71Q.185W,,,Gaia EDR3 411413822074322432,GJ 53 A,,GJ 53 A,HD 6582 A,HIP 5336,...
261,149,mu. Cas,LM,GJ 53 B,17.0947498612029,54.913203977559,2016,130.28806976927,0.4347771,FROM:GJ53A,3468.25139314675,0.3536465,-1564.84444731177,0.36520144,FROM:GJ53A,,,,M4?,2020ApJ...904..112B,Opt Phot,10,,10.55,,,,,,,,,,,1966AJ.....71Q.185W,,,,GJ 53 B,,GJ 53 B,HD 6582 B,,...
262,150,VX Ari,LM,VX Ari,41.0688817803803,25.5217510943513,2016,130.195634054432,0.028051848,2020yCat.1350....0G,864.525126025498,0.028395249,-363.195550868355,0.025922759,2020yCat.1350....0G,30.576,0.0019,2018A&A...616A...7S,M3,2019AJ....157...63K,Opt Spec,3,9.467294,,10.816531,8.316322,13.363,12.141,10.563,9.49,8.115,6.752,6.197,5.961,,,Gaia DR2 114207651462714880,Gaia EDR3 114207651462714880,VX Ari,,GJ 109,,HIP 12781,...
263,151,G 141-36,LM,G 141-36,282.074758744958,7.69032389481054,2016,131.279008754053,0.039764576,2020yCat.1350....0G,376.042303290939,0.043052584,248.719196941654,0.037556667,2020yCat.1350....0G,-34.455,0.02,2020A&A...636A..36L,M5,2015A&A...577A.128A,Opt Spec,3,12.296879,,14.458399,10.945549,,15.6,,13.817,,8.853,8.261,7.913,,,Gaia DR2 4286249341336984576,Gaia EDR3 4286249341336984576,G 141-36,,,,,...
264,152,BD+11 2576,LM,BD+11 2576,202.504201632843,10.3723895741261,2016,131.101345193847,0.026954211,2020yCat.1350....0G,1127.34053320433,0.027238062,-1073.88813648458,0.013986018,2020yCat.1350....0G,14.56,0.0011,2018A&A...616A...7S,M1e,2013AJ....145..102L,Opt Spec,3,8.205292,,9.266712,7.178842,11.728,10.524,9.029,8.07,7.013,5.902,5.3,5.036,,,Gaia DR2 3738099879558957952,Gaia EDR3 3738099879558957952,BD+11 2576,,GJ 514,,HIP 65859,...
265,153,WISE J173835.53+273259.0,BD,WISE J173835.53+273259.0,264.648568,27.549203,2015.2,130.9,2.1,2021ApJS..253....7K,337.1,0.8,-343.4,0.8,2021ApJS..253....7K,,,,Y0,2011ApJS..197...19K,NIR Spec,20,,24.46,,,,,,,,19.47,20.24,20.58,,,,,WISE J173835.53+273259.0,,,,,...
266,154,G 258-33,LM,G 258-33,274.743256479473,66.1906166548806,2016,130.853077453726,0.021744039,2020yCat.1350....0G,434.811349837837,0.030415684,-442.789687913617,0.028743299,2020yCat.1350....0G,5.355,0.049,2020A&A...636A..36L,M4.5,2013AJ....145..102L,Opt Spec,3,11.911708,,13.752689,10.623832,,15.29,,13.096,,8.74,8.264,7.948,,,Gaia DR2 2257597439718033536,Gaia EDR3 2257597439718033536,G 258-33,,GJ 4053,,,...
267,155,107 Psc,*,107 Psc,25.6225856862759,20.2655191822561,2016,130.823369060264,0.15318972,2020yCat.1350....0G,-300.7369184008,0.13664803,-673.538895271728,0.10562495,2020yCat.1350....0G,-33.619,0.004,2018A&A...616A...7S,K0,2006AJ....132..161G,Opt Spec,3,4.99968,,5.439818,4.4173326,6.57,6.08,5.24,4.55,4.12,3.83,3.39,3.25,,,Gaia DR2 96331172942614528,Gaia EDR3 96331172942614528,107 Psc,,GJ 68,HD 10476,HIP 7981,...
268,156,WISEA J235402.79+024014.1,BD,WISEA J235402.79+024014.1,358.512498,2.669898,2017.3,130.6,3.3,2021ApJS..253....7K,503.5,2.2,-399.5,2.3,2021ApJS..253....7K,,,,Y1,2015ApJ...804...92S,NIR Spec,20,,24.42,,,,,,,,,,,,,,,WISEA J235402.79+024014.1,,,,,...
269,157,WISE J081117.81-805141.3,BD,WISE J081117.81-805141.3,358.512498,2.669898,2017.3,130.6,3.3,2021ApJS..253....7K,503.5,2.2,-399.5,2.3,2021ApJS..253....7K,,,,Y1,2015ApJ...804...92S,NIR Spec,20,,24.42,,,,,,,,,,,,,,,WISE J081117.81-805141.3,,,,,...
270,158,L 499-56,LM,L 499-56,330.626923043441,-37.0819391367463,2016,130.41860091549,0.053442273,2020yCat.1350....0G,805.686865356423,0.045148376,-229.741406646955,0.035757963,2020yCat.1350....0G,,,,M3,2006AJ....132.2360H,Opt Spec,3,10.46742,,12.009242,9.2538805,,12.8,,11.42,,7.602,7.015,6.718,,,,Gaia EDR3 6575069780231675264,L 499-56,,GJ 4248,,,...
271,159,alf Lyr,*,alf Lyr,279.234734787025,38.783688956244,2000,130.23,0.36,2007A&A...474..653V,200.94,0.32,286.23,0.4,2007A&A...474..653V,-20.6,0.2,2006AstL...32..759G,A0,2003AJ....126.2048G,Opt Spec,10,,0.98,,,0.03,0.03,0.03,0.07,0.1,-0.177,-0.029,0.129,,,,,alf Lyr,Vega,GJ 721,HD 172167,HIP 91262,...
272,160,AN Sex,LM,AN Sex,153.07293731001,-3.74674755302067,2016,129.754396236932,0.025240922,2020yCat.1350....0G,-152.760223909306,0.027702224,-243.692955388012,0.027694264,2020yCat.1350....0G,7.946,0.0008,2018A&A...616A...7S,M1.5,2019A&A...625A..68S,Opt Spec,3,8.331761,,9.491674,7.257185,11.941,10.757,9.264,8.258,7.066,5.888,5.258,5.015,,,Gaia DR2 3828238392559860992,Gaia EDR3 3828238392559860992,AN Sex,,GJ 382,,HIP 49986,...
